1,172,174,184,174,176,173,175,170,173,169
2,179,174,180,173,174,171,174,175,172,172
3,179,172,174,174,174,174,175,172,179,174
4,174,170,172,174,172,172,174,176,174,171
5,171,175,170,173,173,172,172,171,173,169
6,178,174,174,174,173,170,173,166,172,172
7,180,171,169,174,173,172,173,169,172,170
8,170,173,173,172,171,172,171,176,171,173
9,170,172,168,178,172,173,171,173,170,170
10,172,168,170,179,174,168,168,172,167,168
11,171,174,170,172,177,176,176,176,165,168
12,169,167,168,170,174,171,173,171,166,170
13,170,170,167,168,173,173,172,169,175,168
14,167,169,165,168,173,169,172,170,171,170
15,171,164,169,175,173,172,174,176,169,167
16,169,166,173,173,173,179,173,176,171,172
17,170,165,170,172,171,166,173,173,171,162
18,170,162,169,172,171,170,171,173,171,164
19,167,165,177,172,169,174,170,174,167,170
20,166,168,172,174,170,169,171,173,168,170
21,170,163,168,170,170,168,169,173,166,168
22,169,165,171,175,170,169,171,170,167,170
23,166,165,171,173,168,168,171,171,169,167
24,168,166,166,178,171,175,171,171,170,164
25,169,169,168,174,173,168,176,173,170,167
26,166,163,170,174,177,171,172,174,174,167
27,169,170,168,173,164,171,174,174,168,165
28,171,173,167,175,164,172,174,171,166,167
29,172,164,167,173,164,172,177,173,168,168
30,174,164,165,177,169,172,171,174,164,164
