1,180,178,177,176,180,174,174,179,173,172
2,179,172,176,178,179,177,179,173,172,175
3,177,176,176,177,185,174,174,170,173,182
4,177,176,178,177,180,174,180,171,168,176
5,179,176,178,179,178,178,179,176,167,172
6,182,176,178,177,176,181,171,171,167,172
7,182,177,179,177,178,179,173,178,167,171
8,182,181,177,177,187,178,174,175,168,177
9,183,182,175,181,187,181,175,179,171,174
10,179,179,178,181,181,180,173,176,168,175
11,179,180,178,184,181,178,177,174,168,176
12,179,182,180,183,181,178,176,175,167,175
13,178,180,180,188,181,181,176,176,170,175
14,179,181,181,188,181,180,174,176,170,173
15,179,180,177,186,181,180,173,177,173,172
16,179,182,184,186,181,180,176,177,174,173
17,179,182,180,186,181,180,172,177,171,171
18,179,182,180,186,181,180,174,177,171,172
19,179,182,181,186,181,180,179,177,173,172
20,179,183,182,186,182,180,180,177,173,172
21,179,181,184,186,182,180,178,177,171,172
22,179,182,184,186,182,180,176,177,173,172
23,179,179,183,186,182,180,176,178,171,172
24,179,178,184,186,182,180,176,178,172,172
25,180,178,186,186,186,180,176,178,170,177
26,180,178,184,186,184,180,176,178,175,179
27,180,178,179,186,184,180,176,177,172,179
28,183,178,179,186,184,180,176,177,170,177
29,183,179,179,186,186,183,176,178,170,176
30,183,179,179,186,186,184,176,182,170,178
