1,170,175,171,174,175,175,175,174,180,172
2,175,173,170,174,170,174,172,172,172,179
3,172,174,172,174,172,174,170,179,168,176
4,173,175,172,173,172,179,172,174,172,180
5,171,173,173,174,169,174,170,175,175,180
6,171,172,175,175,170,177,173,175,175,181
7,168,176,179,176,171,176,172,175,176,181
8,169,171,176,172,168,171,177,172,176,175
9,166,174,175,170,170,168,169,171,179,171
10,166,175,173,175,168,171,169,174,175,180
11,168,177,174,166,170,176,171,169,173,182
12,167,173,174,173,173,173,170,168,172,177
13,170,174,171,168,168,173,173,172,174,175
14,168,178,175,173,172,171,171,168,176,172
15,165,172,175,176,173,170,174,172,174,176
16,169,173,179,176,169,173,168,166,176,171
17,165,179,178,171,167,177,164,167,172,174
18,167,174,179,171,167,174,166,171,172,168
19,166,180,187,168,170,172,167,170,174,175
20,166,180,180,167,166,174,163,167,174,173
21,164,178,176,172,170,173,167,167,179,172
22,168,177,175,171,172,171,167,165,180,175
23,164,178,173,168,173,172,168,167,173,170
24,164,180,177,166,172,173,176,169,174,176
25,167,172,177,167,176,169,172,169,172,173
26,163,173,176,172,169,169,172,169,176,171
27,165,176,174,169,175,172,173,168,176,179
28,165,173,177,171,174,173,167,165,180,172
29,169,171,173,172,175,173,170,171,176,169
30,169,172,174,177,172,172,169,164,177,168
